0.000000000000000000e+00,-4.899999999999999842e-03,-5.000000000000000104e-03,1.099999999999999936e-02,3.190092853196008042e-03
0.000000000000000000e+00,-2.399999999999999790e-03,-4.000000000000000083e-03,5.000000000000000104e-03,6.126477658485407658e-03
0.000000000000000000e+00,-1.899999999999999996e-03,-1.000000000000000021e-02,1.499999999999999944e-02,1.225700412728899028e-02
0.000000000000000000e+00,-1.699999999999999905e-03,-8.000000000000000167e-03,1.899999999999999953e-02,1.329386936701682474e-02
0.000000000000000000e+00,-1.299999999999999940e-03,-8.999999999999999320e-03,1.899999999999999953e-02,1.599426883162338026e-02
0.000000000000000000e+00,-1.000000000000000021e-03,-8.999999999999999320e-03,1.700000000000000122e-02,1.653148275322322350e-02
0.000000000000000000e+00,-8.999999999999999754e-04,-8.999999999999999320e-03,1.799999999999999864e-02,1.650518729480599661e-02
0.000000000000000000e+00,-8.999999999999999754e-04,-8.000000000000000167e-03,1.600000000000000033e-02,1.648436131920666403e-02
0.000000000000000000e+00,-8.000000000000000383e-04,-8.000000000000000167e-03,1.799999999999999864e-02,1.616369865774890460e-02
0.000000000000000000e+00,-8.000000000000000383e-04,-8.000000000000000167e-03,1.899999999999999953e-02,1.620758220525846463e-02
0.000000000000000000e+00,-2.000000000000000096e-04,-8.000000000000000167e-03,1.799999999999999864e-02,1.456381470777059171e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-1.000000000000000021e-02,1.200000000000000025e-02,1.354938378853038153e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-1.000000000000000021e-02,1.899999999999999953e-02,1.401562066921338383e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-8.999999999999999320e-03,1.400000000000000029e-02,1.360005957845878896e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-8.999999999999999320e-03,1.499999999999999944e-02,1.392507418194718384e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-8.999999999999999320e-03,1.899999999999999953e-02,1.401562066921338383e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-7.000000000000000146e-03,6.000000000000000125e-03,1.167943004309962562e-02
0.000000000000000000e+00,-1.000000000000000048e-04,-7.000000000000000146e-03,1.799999999999999864e-02,1.394033852638521323e-02
1.000000000000000048e-04,-3.099999999999999891e-03,-5.000000000000000104e-03,1.499999999999999944e-02,7.708258138578838459e-03
1.000000000000000048e-04,-2.899999999999999800e-03,-7.000000000000000146e-03,1.400000000000000029e-02,7.619649664535710354e-03
1.000000000000000048e-04,-2.299999999999999961e-03,-6.000000000000000125e-03,7.000000000000000146e-03,9.662784500557958581e-03
1.000000000000000048e-04,-6.999999999999999929e-04,-8.000000000000000167e-03,1.799999999999999864e-02,1.661590532599471065e-02
1.000000000000000048e-04,-5.000000000000000104e-04,-8.999999999999999320e-03,1.299999999999999940e-02,1.561535624489823054e-02
1.000000000000000048e-04,-4.000000000000000192e-04,-1.000000000000000021e-02,4.000000000000000083e-03,1.088095515923336726e-02
2.000000000000000096e-04,-3.899999999999999821e-03,-5.000000000000000104e-03,1.400000000000000029e-02,4.862349965499015124e-03
2.000000000000000096e-04,-5.999999999999999474e-04,-8.000000000000000167e-03,1.499999999999999944e-02,1.636180229482954787e-02
2.000000000000000096e-04,-5.000000000000000104e-04,-7.000000000000000146e-03,1.700000000000000122e-02,1.602026508415451203e-02
2.000000000000000096e-04,-4.000000000000000192e-04,-8.999999999999999320e-03,1.700000000000000122e-02,1.589172233621522282e-02
2.000000000000000096e-04,-1.000000000000000048e-04,-5.000000000000000104e-03,1.600000000000000033e-02,1.482751754501430465e-02
2.999999999999999737e-04,-4.000000000000000083e-03,-5.000000000000000104e-03,1.799999999999999864e-02,3.750551434477861212e-03
2.999999999999999737e-04,-3.899999999999999821e-03,-8.000000000000000167e-03,2.000000000000000042e-03,4.735373961809176760e-03
2.999999999999999737e-04,-1.799999999999999951e-03,-1.000000000000000021e-02,1.799999999999999864e-02,1.293974427232589750e-02
